,epoch,hit@10,hit@20,ndcg@10,ndcg@20,precision@10,precision@20,recall@10,recall@20
0,0,0.09156,0.13078,0.14685,0.15052,0.11395,0.08138,0.09142,0.12924
1,1,0.10353,0.15179,0.16499,0.17081,0.12884,0.09445,0.10401,0.15159
2,2,0.10684,0.15421,0.17028,0.17532,0.13296,0.09596,0.10753,0.15366
3,3,0.10977,0.15612,0.17409,0.1782,0.13661,0.09715,0.11049,0.15746
4,4,0.10926,0.15574,0.17218,0.17715,0.13597,0.09691,0.10945,0.15759
5,5,0.11002,0.15688,0.17544,0.17928,0.13693,0.09762,0.11116,0.15851
6,6,0.10582,0.15141,0.16983,0.17463,0.1317,0.09422,0.10677,0.15321
7,7,0.11193,0.1565,0.17299,0.17638,0.1393,0.09739,0.11285,0.15805
8,8,0.10493,0.14911,0.16731,0.17089,0.13059,0.09279,0.10659,0.15123
9,9,0.11053,0.15586,0.1748,0.17779,0.13756,0.09699,0.11166,0.15705
10,10,0.10722,0.15217,0.17125,0.17527,0.13344,0.09469,0.10878,0.15378
11,11,0.10837,0.15739,0.17149,0.17802,0.13487,0.09794,0.10935,0.1592
12,12,0.1076,0.15217,0.17232,0.17606,0.13391,0.09469,0.10882,0.1542
13,13,0.09461,0.14517,0.1497,0.1596,0.11775,0.09033,0.09493,0.14536
14,14,0.10442,0.15319,0.1691,0.17508,0.12995,0.09532,0.10527,0.15208
15,15,0.10735,0.15599,0.1738,0.17981,0.1336,0.09707,0.10802,0.15676
16,16,0.10913,0.1565,0.17669,0.1817,0.13582,0.09739,0.11014,0.1588
17,17,0.10697,0.15421,0.17486,0.17925,0.13312,0.09596,0.10761,0.15379
18,18,0.10849,0.1593,0.17513,0.1813,0.13502,0.09913,0.10889,0.1586
19,19,0.10582,0.15421,0.17379,0.17913,0.1317,0.09596,0.10591,0.15408
20,20,0.10735,0.15497,0.17474,0.18007,0.1336,0.09643,0.108,0.1565
21,21,0.11244,0.16083,0.1815,0.18629,0.13994,0.10008,0.11285,0.1615
22,22,0.10989,0.15803,0.17654,0.18195,0.13677,0.09834,0.11049,0.15908
23,23,0.11155,0.16261,0.18146,0.18785,0.13883,0.10119,0.11189,0.16403
24,24,0.11524,0.16618,0.18911,0.19457,0.14342,0.10341,0.11612,0.16765
25,25,0.11894,0.17038,0.19408,0.19807,0.14802,0.10602,0.1191,0.17009
26,26,0.12046,0.17369,0.19601,0.20124,0.14992,0.10808,0.12151,0.17543
27,27,0.11932,0.1742,0.1936,0.20052,0.14849,0.1084,0.11951,0.17505
28,28,0.11804,0.17305,0.19427,0.20087,0.14691,0.10769,0.11973,0.1734
29,29,0.11843,0.17789,0.19413,0.20441,0.14739,0.1107,0.11974,0.1794
30,30,0.12505,0.18108,0.20055,0.20723,0.15563,0.11268,0.12699,0.18318
31,31,0.12428,0.17688,0.19984,0.20377,0.15468,0.11006,0.12559,0.17685
32,32,0.11817,0.17,0.19229,0.19785,0.14707,0.10578,0.1195,0.17122
