,epoch,hit@10,precision@10,recall@10,ndcg@10,hit@20,precision@20,recall@20,ndcg@20
0,0,0.041,0.05103,0.0408,0.05289,0.08124,0.05055,0.08011,0.07025
1,1,0.05577,0.06941,0.05564,0.07413,0.10531,0.06553,0.10468,0.09356
2,2,0.06252,0.07781,0.06348,0.08429,0.12479,0.07765,0.12498,0.11035
3,3,0.07895,0.09826,0.07878,0.10484,0.13613,0.08471,0.13561,0.12454
4,4,0.07793,0.09699,0.0791,0.10346,0.14237,0.08859,0.14299,0.12879
5,5,0.10938,0.13613,0.10938,0.15909,0.17165,0.10681,0.17202,0.17519
6,6,0.10658,0.13265,0.10633,0.15078,0.1714,0.10666,0.1714,0.1691
7,7,0.10913,0.13582,0.1084,0.1602,0.17471,0.10872,0.17368,0.17745
8,8,0.10862,0.13518,0.10834,0.15821,0.17789,0.1107,0.17779,0.17757
9,9,0.11983,0.14913,0.11952,0.17756,0.18655,0.11609,0.18569,0.19252
10,10,0.11703,0.14564,0.11682,0.1729,0.18553,0.11545,0.18535,0.19006
11,11,0.10391,0.12932,0.10327,0.15328,0.16898,0.10515,0.16745,0.17021
12,12,0.11944,0.14865,0.11839,0.17614,0.17866,0.11117,0.17619,0.18647
13,13,0.12925,0.16086,0.12887,0.18744,0.19598,0.12195,0.19459,0.2009
14,14,0.11868,0.1477,0.11808,0.17171,0.18439,0.11474,0.18404,0.18718
15,15,0.11244,0.13994,0.11139,0.16506,0.1742,0.1084,0.17179,0.17806
16,16,0.109,0.13566,0.10816,0.15881,0.1714,0.10666,0.17121,0.17476
17,17,0.12326,0.15341,0.12227,0.18455,0.18324,0.11403,0.18093,0.19354
18,18,0.12301,0.15309,0.12249,0.1832,0.18872,0.11743,0.18845,0.19691
19,19,0.12938,0.16101,0.1294,0.18743,0.19445,0.121,0.19405,0.20041
20,20,0.12505,0.15563,0.12496,0.18132,0.19139,0.1191,0.18948,0.19546
21,21,0.12861,0.16006,0.12719,0.19178,0.19712,0.12266,0.19572,0.20594
22,22,0.11703,0.14564,0.11548,0.16877,0.18337,0.1141,0.18204,0.18559
23,23,0.12416,0.15452,0.12484,0.18426,0.19203,0.11949,0.19227,0.19989
24,24,0.12276,0.15277,0.12182,0.17577,0.18846,0.11727,0.1882,0.19073
25,25,0.13103,0.16307,0.12972,0.19393,0.1947,0.12116,0.19345,0.2043
26,26,0.13422,0.16704,0.13587,0.19655,0.19712,0.12266,0.19718,0.20672
27,27,0.14326,0.17829,0.14388,0.21008,0.21011,0.13074,0.20994,0.22053
28,28,0.12963,0.16133,0.12869,0.19273,0.19228,0.11965,0.19154,0.20334
