,epoch,hit@10,precision@10,recall@10,ndcg@10,hit@20,precision@20,recall@20,ndcg@20
0,0,0.08226,0.08223,0.08898,0.11713,0.13287,0.06642,0.14781,0.13
1,1,0.09705,0.09702,0.11451,0.14424,0.15045,0.0752,0.17453,0.15619
2,2,0.09424,0.09422,0.11222,0.14205,0.14936,0.07466,0.17334,0.15547
3,3,0.10239,0.10235,0.12371,0.15228,0.16079,0.08037,0.19034,0.16753
4,4,0.10881,0.10878,0.13242,0.16365,0.16933,0.08464,0.19784,0.1777
5,5,0.1116,0.11157,0.13569,0.16883,0.17389,0.08692,0.20625,0.18388
6,6,0.11344,0.1134,0.1369,0.17187,0.17583,0.08789,0.20697,0.18639
7,7,0.11415,0.11411,0.13823,0.17217,0.1803,0.09012,0.211,0.18854
8,8,0.11451,0.11448,0.14229,0.17207,0.17967,0.08981,0.2135,0.18785
9,9,0.11545,0.11541,0.14458,0.17276,0.1812,0.09057,0.21588,0.18888
10,10,0.11933,0.11929,0.14481,0.17673,0.18579,0.09287,0.22017,0.19257
11,11,0.12061,0.12057,0.14782,0.18203,0.1879,0.09392,0.22464,0.19829
12,12,0.12028,0.12024,0.14696,0.18059,0.18901,0.09448,0.22348,0.19758
13,13,0.11695,0.11692,0.14527,0.17927,0.18674,0.09334,0.22323,0.19764
14,14,0.11997,0.11993,0.1442,0.18027,0.1889,0.09442,0.22132,0.19692
15,15,0.12241,0.12237,0.14776,0.18323,0.1902,0.09507,0.22586,0.19941
16,16,0.12031,0.12028,0.14685,0.18091,0.19001,0.09498,0.22616,0.19837
17,17,0.12028,0.12024,0.14622,0.18206,0.18821,0.09408,0.22474,0.19858
18,18,0.12146,0.12142,0.14869,0.18318,0.19071,0.09532,0.22582,0.1999
19,19,0.12393,0.1239,0.15275,0.18608,0.19355,0.09674,0.23071,0.20297
20,20,0.12088,0.12085,0.14964,0.18219,0.19277,0.09635,0.23017,0.20064
21,21,0.12161,0.12158,0.14886,0.18368,0.19173,0.09584,0.22753,0.20085
22,22,0.12258,0.12255,0.1508,0.18574,0.19304,0.09649,0.22853,0.20263
23,23,0.1223,0.12227,0.15007,0.18223,0.19116,0.09555,0.22704,0.19873
24,24,0.12421,0.12417,0.14969,0.18622,0.19417,0.09706,0.22932,0.20317
25,25,0.1212,0.12116,0.14781,0.18115,0.18993,0.09494,0.22453,0.19753
26,26,0.12144,0.1214,0.14817,0.18329,0.192,0.09597,0.22797,0.20094
27,27,0.11981,0.11977,0.14669,0.18102,0.1893,0.09462,0.22542,0.19864
28,28,0.12158,0.12154,0.14987,0.18474,0.19349,0.09672,0.22989,0.20277
