,epoch,hit@10,hit@20,ndcg@10,ndcg@20,precision@10,precision@20,recall@10,recall@20
0,0,0.06802,0.1134,0.09811,0.11217,0.068,0.05668,0.0793,0.12952
1,1,0.08758,0.13966,0.12179,0.1363,0.08755,0.06981,0.09956,0.15595
2,2,0.08572,0.13422,0.12549,0.13939,0.0857,0.06709,0.10486,0.15953
3,3,0.08647,0.13938,0.12746,0.14365,0.08644,0.06967,0.11073,0.17216
4,4,0.09818,0.15691,0.14351,0.15884,0.09815,0.07843,0.11694,0.18144
5,5,0.10588,0.16545,0.15696,0.17036,0.10585,0.0827,0.12383,0.18917
6,6,0.10613,0.16907,0.15681,0.17283,0.1061,0.08451,0.12581,0.19523
7,7,0.10439,0.16701,0.15581,0.1722,0.10436,0.08348,0.12166,0.19181
8,8,0.11002,0.17569,0.16109,0.17839,0.10999,0.08782,0.12932,0.2033
9,9,0.11352,0.17813,0.16758,0.18218,0.11349,0.08904,0.13073,0.20079
10,10,0.11657,0.18265,0.17236,0.18775,0.11654,0.0913,0.13791,0.21076
11,11,0.11555,0.1827,0.17196,0.18839,0.11552,0.09132,0.1353,0.21043
12,12,0.11525,0.18398,0.17219,0.19,0.11522,0.09197,0.13815,0.21519
13,13,0.11647,0.1835,0.1746,0.19163,0.11643,0.09172,0.13856,0.21537
14,14,0.11718,0.18579,0.17588,0.1923,0.11714,0.09287,0.13636,0.21194
15,15,0.11626,0.18544,0.17807,0.19543,0.11623,0.09269,0.14141,0.21828
16,16,0.11612,0.18253,0.17163,0.18776,0.11609,0.09124,0.13579,0.20958
17,17,0.11602,0.18558,0.17634,0.1954,0.11598,0.09276,0.14339,0.22318
18,18,0.11415,0.18128,0.17328,0.1931,0.11411,0.09061,0.14296,0.224
19,19,0.12017,0.18942,0.18067,0.1978,0.12014,0.09468,0.1455,0.22363
20,20,0.12099,0.1898,0.18081,0.19731,0.12095,0.09487,0.14437,0.22076
21,21,0.1213,0.19192,0.18313,0.20082,0.12126,0.09593,0.146,0.22511
22,22,0.12405,0.19296,0.18678,0.20266,0.12402,0.09645,0.15126,0.22872
23,23,0.12227,0.19235,0.18397,0.20025,0.12223,0.09615,0.14751,0.22453
24,24,0.12445,0.19329,0.18708,0.20418,0.12442,0.09661,0.15208,0.23221
25,25,0.11622,0.18544,0.17713,0.1965,0.11619,0.09269,0.14794,0.22709
26,26,0.12584,0.19654,0.18961,0.20556,0.1258,0.09824,0.15086,0.22805
27,27,0.12178,0.19252,0.18268,0.20166,0.12175,0.09623,0.15111,0.2326
28,28,0.12504,0.1963,0.19006,0.20768,0.125,0.09812,0.15089,0.23236
29,29,0.12605,0.19779,0.19128,0.20791,0.12601,0.09887,0.15087,0.23075
30,30,0.12568,0.1976,0.19069,0.20816,0.12565,0.09877,0.15245,0.23457
31,31,0.12657,0.20056,0.19128,0.20948,0.12653,0.10025,0.15384,0.2349
32,32,0.12345,0.19614,0.18546,0.20452,0.12341,0.09804,0.15317,0.23383
33,33,0.1248,0.19732,0.1881,0.20712,0.12476,0.09863,0.15455,0.23784
34,34,0.12899,0.20295,0.19419,0.21159,0.12895,0.10145,0.1574,0.23806
35,35,0.11763,0.18825,0.17654,0.19498,0.11759,0.0941,0.14411,0.22384
36,36,0.12192,0.19271,0.18262,0.20157,0.12189,0.09633,0.15383,0.23485
37,37,0.12752,0.1993,0.19145,0.20883,0.12748,0.09962,0.15539,0.23645
38,38,0.12315,0.19578,0.18542,0.20348,0.12312,0.09786,0.14875,0.22975
39,39,0.13083,0.20397,0.19938,0.21678,0.13079,0.10196,0.15722,0.24055
40,40,0.12416,0.1946,0.18592,0.20361,0.12412,0.09727,0.15253,0.2324
41,41,0.12949,0.20366,0.19464,0.21342,0.12945,0.1018,0.15829,0.24288
42,42,0.1311,0.20553,0.19833,0.21612,0.13106,0.10274,0.16116,0.2445
43,43,0.13103,0.20446,0.19824,0.21555,0.131,0.1022,0.16033,0.24202
44,44,0.12807,0.20233,0.19207,0.21032,0.12803,0.10113,0.15266,0.237
45,45,0.12927,0.20209,0.19598,0.21335,0.12923,0.10101,0.15794,0.24055
46,46,0.12979,0.20628,0.19666,0.21588,0.12975,0.10311,0.158,0.2428
47,47,0.12857,0.20332,0.19171,0.21054,0.12854,0.10163,0.15618,0.24063
48,48,0.12702,0.20164,0.19179,0.2117,0.12698,0.10079,0.1578,0.24247
49,49,0.12042,0.19126,0.18148,0.20109,0.12038,0.0956,0.15296,0.23505
50,50,0.13116,0.20609,0.19848,0.21714,0.13112,0.10301,0.15941,0.24568
51,51,0.12939,0.20368,0.19763,0.21653,0.12935,0.10181,0.16049,0.24692
52,52,0.13083,0.20668,0.19957,0.21853,0.13079,0.10331,0.15907,0.2451
53,53,0.13259,0.20803,0.20012,0.21894,0.13255,0.10398,0.1613,0.24716
54,54,0.12748,0.20075,0.19279,0.21258,0.12745,0.10035,0.15974,0.24474
55,55,0.12802,0.20179,0.19045,0.20969,0.12798,0.10087,0.15515,0.23987
56,56,0.1302,0.20195,0.19559,0.2127,0.13016,0.10094,0.16123,0.24235
57,57,0.12863,0.20293,0.19412,0.21372,0.12859,0.10144,0.15894,0.24379
58,58,0.12636,0.20229,0.18826,0.20957,0.12632,0.10112,0.15419,0.24299
59,59,0.12613,0.20013,0.18921,0.20823,0.1261,0.10003,0.15191,0.23609
60,60,0.12418,0.19692,0.1873,0.20823,0.12414,0.09843,0.15649,0.24367
61,61,0.12902,0.205,0.19483,0.21499,0.12899,0.10247,0.15838,0.24624
62,62,0.12861,0.2052,0.194,0.21361,0.12857,0.10257,0.15763,0.24466
63,63,0.12975,0.20418,0.19632,0.21462,0.12971,0.10206,0.15838,0.2431
64,64,0.13034,0.2064,0.19498,0.21422,0.1303,0.10317,0.15744,0.2439
65,65,0.12935,0.2048,0.19408,0.21472,0.12932,0.10237,0.16007,0.24757
66,66,0.13164,0.20624,0.19902,0.21776,0.1316,0.10309,0.16132,0.24704
67,67,0.13415,0.20983,0.20319,0.22182,0.13411,0.10488,0.16523,0.25167
68,68,0.13083,0.20593,0.19759,0.21757,0.13079,0.10294,0.16115,0.24979
69,69,0.1328,0.20685,0.2008,0.21874,0.13276,0.10339,0.16176,0.24795
70,70,0.1301,0.20508,0.19599,0.21599,0.13006,0.10251,0.16211,0.2483
71,71,0.13239,0.20645,0.19804,0.21644,0.13235,0.10319,0.16243,0.24735
72,72,0.12577,0.19944,0.18744,0.20761,0.12573,0.09969,0.15472,0.24121
73,73,0.1262,0.19843,0.18781,0.20712,0.12616,0.09919,0.15647,0.23927
74,74,0.131,0.2068,0.19651,0.21601,0.13096,0.10337,0.16066,0.24738
75,75,0.135,0.21009,0.2042,0.22262,0.13496,0.10501,0.16233,0.24992
76,76,0.12863,0.20413,0.19272,0.2133,0.12859,0.10203,0.16038,0.24764
77,77,0.12646,0.19905,0.18955,0.20962,0.12642,0.0995,0.15989,0.24458
78,78,0.13261,0.20855,0.20049,0.21911,0.13257,0.10424,0.16012,0.24695
79,79,0.11856,0.18954,0.17782,0.1994,0.11853,0.09474,0.15358,0.23777
80,80,0.13462,0.20941,0.20474,0.22305,0.13458,0.10468,0.16544,0.2517
81,81,0.12553,0.19959,0.18304,0.20255,0.12549,0.09977,0.14904,0.23522
82,82,0.13559,0.21113,0.20359,0.22194,0.13555,0.10553,0.16531,0.25165
83,83,0.13166,0.20683,0.19815,0.21774,0.13162,0.10339,0.16149,0.2484
84,84,0.13393,0.20907,0.19835,0.21728,0.13389,0.1045,0.16409,0.24949
85,85,0.13531,0.21208,0.20404,0.22318,0.13527,0.10601,0.16743,0.2544
86,86,0.13176,0.20915,0.19848,0.21849,0.13172,0.10455,0.16032,0.24811
87,87,0.1358,0.21192,0.20367,0.22258,0.13576,0.10593,0.16616,0.25382
88,88,0.12968,0.20536,0.19536,0.21568,0.12965,0.10265,0.15872,0.24801
89,89,0.12747,0.20117,0.19085,0.21101,0.12743,0.10055,0.1598,0.24528
90,90,0.13178,0.20744,0.19908,0.21792,0.13174,0.10369,0.16148,0.24692
91,91,0.13368,0.21075,0.2009,0.22122,0.13365,0.10534,0.16306,0.25284
92,92,0.13173,0.20751,0.19548,0.21472,0.13169,0.10372,0.16173,0.24807
93,93,0.13547,0.21357,0.20309,0.22307,0.13543,0.10675,0.16514,0.25577
94,94,0.13027,0.20673,0.1971,0.21788,0.13023,0.10333,0.16334,0.25107
95,95,0.12993,0.20584,0.1942,0.21449,0.12989,0.10289,0.16055,0.2489
96,96,0.1355,0.20986,0.20352,0.22178,0.13546,0.1049,0.1666,0.25262
97,97,0.1333,0.21,0.19923,0.21981,0.13326,0.10497,0.16335,0.25243
98,98,0.13355,0.21028,0.20262,0.22236,0.13351,0.10511,0.16515,0.25354
99,99,0.13393,0.20985,0.20157,0.22078,0.13389,0.10489,0.1658,0.25125
100,100,0.13213,0.2083,0.19948,0.21822,0.13209,0.10412,0.16599,0.24872
101,101,0.134,0.20924,0.20159,0.2209,0.13396,0.10459,0.1677,0.25359
