,epoch,hit@10,hit@20,ndcg@10,ndcg@20,precision@10,precision@20,recall@10,recall@20
0,0,0.10047,0.14364,0.16154,0.16453,0.12504,0.08938,0.10018,0.14224
1,1,0.10544,0.15013,0.168,0.17185,0.13122,0.09342,0.10588,0.15077
2,2,0.10747,0.15153,0.17067,0.1737,0.13376,0.09429,0.10836,0.1513
3,3,0.10811,0.15472,0.17253,0.17729,0.13455,0.09628,0.10831,0.15504
4,4,0.10913,0.15434,0.17529,0.17857,0.13582,0.09604,0.11,0.15515
5,5,0.10722,0.15497,0.17386,0.17865,0.13344,0.09643,0.10776,0.15459
6,6,0.10633,0.15408,0.17264,0.17779,0.13233,0.09588,0.10695,0.1561
7,7,0.10849,0.15523,0.17562,0.17935,0.13502,0.09659,0.10885,0.1553
8,8,0.10747,0.15586,0.17353,0.17892,0.13376,0.09699,0.10838,0.15616
9,9,0.11066,0.15752,0.17998,0.18349,0.13772,0.09802,0.11171,0.15759
10,10,0.10989,0.15421,0.17836,0.18011,0.13677,0.09596,0.11081,0.1537
11,11,0.10989,0.1565,0.17948,0.18227,0.13677,0.09739,0.11089,0.15606
12,12,0.11855,0.16529,0.1882,0.18992,0.14754,0.10285,0.11955,0.1653
13,13,0.11282,0.16529,0.1832,0.18947,0.14041,0.10285,0.11422,0.16551
14,14,0.11664,0.16541,0.1857,0.18929,0.14517,0.10293,0.11757,0.16533
15,15,0.11435,0.16809,0.18356,0.1898,0.14231,0.1046,0.11529,0.16772
16,16,0.1127,0.16783,0.18353,0.19104,0.14025,0.10444,0.11354,0.16816
17,17,0.11384,0.16554,0.18728,0.19247,0.14168,0.10301,0.115,0.16585
18,18,0.11741,0.17051,0.19039,0.19613,0.14612,0.1061,0.1183,0.17109
19,19,0.11855,0.1672,0.19238,0.19503,0.14754,0.10404,0.11953,0.16775
20,20,0.12008,0.17267,0.19213,0.19676,0.14945,0.10745,0.12139,0.1729
21,21,0.12365,0.17917,0.19847,0.20425,0.15388,0.11149,0.12536,0.18025
22,22,0.11932,0.17229,0.195,0.20082,0.14849,0.10721,0.12141,0.17475
23,23,0.12365,0.17866,0.19796,0.20419,0.15388,0.11117,0.12478,0.18
24,24,0.12492,0.17496,0.20024,0.20289,0.15547,0.10887,0.12694,0.1767
25,25,0.12212,0.17764,0.19909,0.20488,0.15198,0.11054,0.12392,0.17898
26,26,0.12619,0.18019,0.20386,0.20844,0.15705,0.11212,0.12801,0.18236
27,27,0.12225,0.17802,0.19957,0.20595,0.15214,0.11078,0.12338,0.1792
28,28,0.12836,0.18643,0.2077,0.21407,0.15975,0.11601,0.13017,0.18788
29,29,0.12607,0.18413,0.2038,0.21107,0.15689,0.11458,0.12696,0.18542
30,30,0.1239,0.17929,0.19935,0.20499,0.1542,0.11157,0.12599,0.18055
31,31,0.12365,0.17637,0.19974,0.20399,0.15388,0.10975,0.12614,0.17785
32,32,0.12734,0.18553,0.20449,0.2113,0.15848,0.11545,0.12885,0.18694
33,33,0.1253,0.18337,0.20192,0.20884,0.15594,0.1141,0.12701,0.18455
34,34,0.13052,0.18668,0.20942,0.21413,0.16244,0.11616,0.13211,0.18784
35,35,0.12989,0.18528,0.2059,0.21096,0.16165,0.11529,0.13163,0.1864
36,36,0.12148,0.17815,0.20016,0.20646,0.15119,0.11086,0.1234,0.17939
37,37,0.12836,0.18286,0.20636,0.21127,0.15975,0.11379,0.12967,0.18403
38,38,0.12963,0.18655,0.20639,0.21196,0.16133,0.11609,0.13112,0.18733
39,39,0.1281,0.18541,0.20619,0.21206,0.15943,0.11537,0.13043,0.18613
40,40,0.12785,0.1812,0.20522,0.20882,0.15911,0.11276,0.1288,0.18169
41,41,0.12849,0.18311,0.20557,0.20985,0.1599,0.11395,0.13028,0.18341
42,42,0.13116,0.18579,0.21054,0.21382,0.16323,0.11561,0.13256,0.18644
43,43,0.12861,0.18846,0.20801,0.21525,0.16006,0.11727,0.13046,0.18957
44,44,0.13014,0.18643,0.20759,0.21316,0.16197,0.11601,0.1313,0.18782
