,epoch,hit@10,hit@20,ndcg@10,ndcg@20,precision@10,precision@20,recall@10,recall@20
0,0,0.09754,0.13447,0.15479,0.15581,0.12139,0.08368,0.09737,0.13288
1,1,0.10391,0.14937,0.16637,0.17077,0.12932,0.09295,0.10434,0.14881
2,2,0.10506,0.14848,0.16739,0.17062,0.13074,0.09239,0.10581,0.14859
3,3,0.10862,0.15281,0.17348,0.17695,0.13518,0.09509,0.10852,0.15402
4,4,0.11091,0.15612,0.17677,0.17971,0.13803,0.09715,0.1119,0.15724
5,5,0.11206,0.15726,0.17918,0.18258,0.13946,0.09786,0.11345,0.15829
6,6,0.10849,0.15739,0.17863,0.18392,0.13502,0.09794,0.10977,0.15894
7,7,0.11435,0.16427,0.18433,0.18974,0.14231,0.10222,0.11581,0.16554
8,8,0.11473,0.16045,0.1859,0.18737,0.14279,0.09984,0.11583,0.16017
9,9,0.1169,0.16452,0.18782,0.19138,0.14548,0.10238,0.11814,0.16684
10,10,0.11384,0.16682,0.18463,0.19117,0.14168,0.1038,0.11518,0.16783
11,11,0.11461,0.16478,0.18468,0.18907,0.14263,0.10254,0.11524,0.16395
12,12,0.11703,0.1644,0.18829,0.19056,0.14564,0.1023,0.11779,0.16421
13,13,0.11843,0.17064,0.19126,0.19625,0.14739,0.10618,0.12019,0.17152
14,14,0.11333,0.16261,0.18557,0.1894,0.14105,0.10119,0.11384,0.16243
15,15,0.11626,0.16669,0.18968,0.19391,0.14469,0.10372,0.11723,0.16668
16,16,0.11804,0.16974,0.19334,0.19727,0.14691,0.10563,0.11812,0.1691
17,17,0.11422,0.16796,0.18705,0.19344,0.14216,0.10452,0.11495,0.16796
18,18,0.11537,0.16987,0.18842,0.19507,0.14358,0.10571,0.11613,0.1696
19,19,0.11792,0.17,0.19116,0.19562,0.14675,0.10578,0.11884,0.16889
20,20,0.11728,0.17013,0.19264,0.19868,0.14596,0.10586,0.11783,0.17163
21,21,0.11753,0.17293,0.1937,0.20005,0.14628,0.10761,0.11808,0.17243
22,22,0.11855,0.17649,0.19545,0.20387,0.14754,0.10983,0.11936,0.17806
23,23,0.12377,0.17471,0.20077,0.20401,0.15404,0.10872,0.12462,0.17601
24,24,0.12416,0.18248,0.20139,0.20891,0.15452,0.11355,0.12588,0.18469
25,25,0.1253,0.18146,0.20268,0.20873,0.15594,0.11292,0.12726,0.18341
26,26,0.12021,0.17496,0.19639,0.20244,0.1496,0.10887,0.1206,0.17659
27,27,0.11983,0.17598,0.19693,0.20354,0.14913,0.10951,0.12014,0.17701
28,28,0.1197,0.17216,0.19526,0.20016,0.14897,0.10713,0.12009,0.17278
29,29,0.11957,0.1784,0.19377,0.20226,0.14881,0.11101,0.12021,0.17901
30,30,0.1267,0.18362,0.20508,0.21077,0.15769,0.11426,0.12797,0.184
31,31,0.1253,0.17993,0.20378,0.20876,0.15594,0.11197,0.12557,0.18029
32,32,0.11779,0.17216,0.1938,0.19944,0.14659,0.10713,0.11877,0.17271
33,33,0.12556,0.17993,0.2035,0.20792,0.15626,0.11197,0.12794,0.18085
