,epoch,hit@10,hit@20,ndcg@10,ndcg@20,precision@10,precision@20,recall@10,recall@20
0,0,0.10225,0.14848,0.16474,0.1696,0.12726,0.09239,0.10224,0.1481
1,1,0.10607,0.1509,0.16936,0.1731,0.13201,0.0939,0.10662,0.15067
2,2,0.10416,0.15166,0.16722,0.17324,0.12964,0.09437,0.10504,0.15324
3,3,0.10569,0.15408,0.16956,0.17548,0.13154,0.09588,0.10618,0.15578
4,4,0.10455,0.14746,0.16731,0.17078,0.13011,0.09176,0.10472,0.14885
5,5,0.10264,0.14771,0.16482,0.16908,0.12773,0.09192,0.1026,0.14891
6,6,0.10569,0.15459,0.16744,0.17432,0.13154,0.0962,0.10594,0.1557
7,7,0.10811,0.15523,0.17141,0.17608,0.13455,0.09659,0.10914,0.15717
8,8,0.10837,0.15574,0.17468,0.17911,0.13487,0.09691,0.10965,0.15775
9,9,0.10671,0.15166,0.17263,0.17579,0.13281,0.09437,0.10791,0.15304
10,10,0.1127,0.16185,0.1813,0.18594,0.14025,0.10071,0.11343,0.1625
11,11,0.10467,0.15243,0.17004,0.17579,0.13027,0.09485,0.10539,0.15423
12,12,0.10977,0.15968,0.17975,0.18577,0.13661,0.09937,0.11055,0.16142
13,13,0.11282,0.15981,0.18232,0.18544,0.14041,0.09945,0.11352,0.15971
14,14,0.11524,0.16491,0.18536,0.18988,0.14342,0.10261,0.11617,0.16549
15,15,0.11499,0.16376,0.18423,0.18803,0.14311,0.1019,0.11535,0.16348
16,16,0.10773,0.15535,0.17587,0.18034,0.13407,0.09667,0.10812,0.15505
17,17,0.11295,0.16478,0.18074,0.18682,0.14057,0.10254,0.11324,0.16446
18,18,0.11473,0.16656,0.18911,0.1947,0.14279,0.10365,0.115,0.16627
19,19,0.11371,0.16643,0.186,0.19244,0.14152,0.10357,0.11398,0.16528
20,20,0.11613,0.16631,0.1882,0.19232,0.14453,0.10349,0.11633,0.16632
21,21,0.11894,0.1686,0.19042,0.19334,0.14802,0.10491,0.11883,0.16879
22,22,0.11728,0.17216,0.18911,0.19534,0.14596,0.10713,0.1175,0.17199
23,23,0.11652,0.16796,0.18577,0.19107,0.14501,0.10452,0.1167,0.16693
24,24,0.11957,0.17395,0.19252,0.1983,0.14881,0.10824,0.11974,0.17297
25,25,0.12097,0.17675,0.19286,0.19891,0.15055,0.10998,0.12151,0.17598
26,26,0.11868,0.17267,0.19239,0.19752,0.1477,0.10745,0.11948,0.17188
27,27,0.1104,0.16554,0.18024,0.18826,0.1374,0.10301,0.11067,0.16409
28,28,0.1155,0.16491,0.19203,0.19513,0.14374,0.10261,0.1165,0.16463
29,29,0.12301,0.17522,0.19497,0.1993,0.15309,0.10903,0.12335,0.1745
30,30,0.12276,0.17879,0.19391,0.20012,0.15277,0.11125,0.12308,0.17774
31,31,0.12377,0.17637,0.19763,0.20261,0.15404,0.10975,0.12415,0.17839
32,32,0.12212,0.17649,0.1946,0.19995,0.15198,0.10983,0.1224,0.1758
33,33,0.12288,0.177,0.19788,0.2026,0.15293,0.11014,0.12242,0.17735
34,34,0.12135,0.1742,0.1925,0.19788,0.15103,0.1084,0.1215,0.1737
35,35,0.11601,0.17331,0.18699,0.1957,0.14437,0.10784,0.11678,0.17322
